motif_id,motif_base,name,description,n_traditions,pareidolic,perceptual_class,perceptual,perceptual_v2,is_celestial,pc_class,pc_subtype,pc_engine
m123d_11,m123d,Raven the filth-eater,Raven is going to marry a girl but is rejected after they see that he eats filth,7,False,,False,False,False,NONE,,rule
m124_11,m124,A bull’s tail,"Person buries a tail or head of a bull or other domestic animal with a tail or horns outside. He explains that the animal sank into the ground and usually asks the others to pull the tail (horns). When they are “torn off”, he tells that people are guilty of the animal being lost",63,False,,False,False,False,NONE,,rule
m125_11,m125,Eaten up eyes,Person lies to another that he is eating his eyes. The companion agrees to be blinded. The first person extracts one of companion’s eye but gives him to eat something delicious instead. The companion believes that his eyes are good to eat and agrees to be deprived of another eye too,14,False,,False,False,False,NONE,,rule
m126_11,m126,Silent skull,"Person comes across severed head or skull who speaks and tells others about his experience. When chief, king etc. comes to control information, the skull keeps silence and the man is punished as a liar",11,False,,False,False,False,MENTION,terrestrial,rule
m127_11,m127,Lost tail of fox,"Trickster animal has a narrow escape and loses his tail. To make himself unrecognizable among other animals of his species, he tricks them to lose their tails too",44,False,,False,False,False,NONE,,rule
m127a_11,m127a,The quail makes the fox laugh,"Trickster animal asks a bird to make him laugh. The bird sits on the head of a woman (child, cow, etc.), other person tries to kill the bird, hits the wife (breaks cow's horn, etc.). Or the bird distracts person attention to let the trickster steal the person’s food",57,False,,False,False,False,NONE,,rule
m127b_11,m127b,A jug as trap,"Animal person attaches a vessel or its part to his body, puts it into the water, the vessel is heavy and drags him into the water",22,False,,False,False,False,NONE,,rule
m127c_11,m127c,Frightened without reason,An animal person mistakes an object abandoned by chance or intentionally for an evidence of a danger and behaves inadequately,14,False,,False,False,False,MENTION,terrestrial,rule
m128_11,m128,Variegated animals,Hero comes to an agreement with antagonist that he can take animals of particular color. He gets to change color of the animals and takes all or most of them,11,False,,False,False,False,NONE,,rule
m129_10,m129,Lost primogeniture,"Father or mother is going to give primogeniture to the son he or she has chosen. Another son comes in disguise of the chosen one, receives primogeniture",10,False,,False,False,False,NONE,,rule
m130_11,m130,Fox and bird in one hole,Fox and bird hide from a hunter together in one and the same hole. The bird makes believe he is dead and escapes (with the fox or alone),7,False,,False,False,False,NONE,,rule
m130a_11,m130a,Bird helps animal to escape from snare,A predator animal lures a herbivorous animal into the hunter's trap and hopes to feast on its entrails. A bird advices the herbivorous animal to sham dead and helps him to escape,13,False,,False,False,False,NONE,,rule
m130b_11,m130b,Traitor killed instead of a victim,A herbivorous animal gets into hunter's trap. A predator animal refuses to free his companion because he hopes to feast on entrails. A bird makes the herbivorous animal free. The hunter tries to kill the bird but hits the predator instead,6,False,,False,False,False,NONE,,rule
m131_11,m131,Biting tree-root,"A stronger (animal)-person gets to seize a leg or tail of a weaker one. To get free the weaker one pretends that his pursuer got hold of a tree root, and the pursuer lets his enemy free",57,False,,False,False,False,MENTION,terrestrial,rule
m132_11,m132,Ears as sandals,"Enemy is ready to cease person who asks him first to throw away his clothes and shoes and exposes his ears. The enemy takes him by ears and throws away, the person escapes",6,False,,False,False,False,NONE,,rule
m132a_11,m132a,"Ears, not horns",Predator animal believes that an ungulate has dangerous horns and then understands that these are but ears,4,False,,False,False,False,NONE,,rule
m133_11,m133,Wind saves situation,"Cumulative tale: a small bird cuts itself with a sharp blade of grass or a thorn and asks the others to punish the plant. Everyone finds an excuse why they cannot do anything (sheep, wolves, boys, etc.). The last one is the wind, it blows making all other persons act",5,False,,False,False,False,NONE,,rule
m134_11,m134,A tower of wolves,"Animals stand one on another making a tower. When the lowermost moves, the tower collapses",41,False,,False,False,False,NONE,,rule
m134a_10,m134a,Blowing the house in,Predator animal/ogre blows and destroys a fragile house but cannot destroy a strong one. Usually two or three weak personages build three houses only one of which is strong enough.,18,False,,False,False,False,NONE,,rule
m134b_11,m134b,Wolf measured by tailor,"When a predator is going to eat a man, the latter asks permission first to measure him and beats with his (feigned) measuring tool",7,False,,False,False,False,NONE,,rule
m135_11,m135,Sham brains,"Eating much, person gets dirty (usually a fox covers his head with a milky substance or dough) but convinces others (a wolf or a bear) that his body looks strange because he has been badly injured",35,False,,False,False,False,NONE,,rule
m136_11,m136,Sickle as an unknown beast,"Grain is harvested with inappropriate tools. Seeing sickle for the first time, people take it for a dangerous animal",30,False,,False,False,False,NONE,,rule
m137_11,m137,The wolf imitates the Lion,"The stronger predator demonstrates the weaker one the right way to behave before attacking the game.. The weaker one does the same (eyes are bloody, hindquarters trembling, etc.) but instead of killing a herbivorous animal is usually killed himself",22,False,,False,False,False,NONE,,rule
m138_11,m138,Human and animal life spans are readjusted,God originally gives 20 or 30 years to everybody. Some animals refuse some of their years because of their sufferings. Man wants to have more years and takes them from the animals,24,False,,False,False,False,NONE,,rule
m139_11,m139,The released birds,"Fox catches birds, puts them into a bag and goes away for a moment. Another animal-person opens the bag and puts thorns instead of the birds",5,False,,False,False,False,NONE,,rule
m140_11,m140,The theft of fish,"Trickster pretends to be dead or sick and is picked up by those who carry something edible in a cart (sledge, boat, bag). The trickster secretly eats the food, often after throwing it out of the cart (sledge)",63,False,,False,False,False,NONE,,rule
m140a_11,m140a,,,8,False,,False,False,False,NONE,,rule
m140b_7,m140b,,,4,False,,False,False,False,NONE,,rule
m141_11,m141,Animals in a pit,Travelling animals fall in a pit and eat one another up until only one (usually the fox) is left and escapes from the pit,23,False,,False,False,False,NONE,,rule
m142_11,m142,Fox blames his tail,Fox blames his tail for being useless when escaping from the pursuers (usually he punishes his tail and gets killed himself as a result),22,False,,False,False,False,NONE,,rule
m143_11,m143,Fox in a well,Getting into a well or pit and being unable to climb out animal person tricks another to descend and thanks to this gets out while the second person remains below,46,False,,False,False,False,NONE,,rule
m144_11,m144,The wasp nest as king’s drum,"One animal person gets to convince another that dangerous or disgusting objects are attractive and delicious (a wasp nest is a drum, a snake is a girdle, a heap of dung is a delicacy, etc.)",22,False,,False,False,False,NONE,,rule
m144a_11,m144a,Burning thatch on the back of a tiger,A trickster (always hare or rabbit) asks a big and dangerous animal (tiger or elephant) to carry some thatch and puts it on fire. After this the same trickster or other animal gives the victim advice to run not to river but up the slope,7,False,,False,False,False,MENTION,terrestrial,rule
m145_11,m145,The lion in a well,"A weak animal person demonstrates a strong one his reflection in water. The latter believes that an animal like he contests his supremacy, invites him for a visit, etc., usually jumps in and drowns",48,False,,False,False,False,NONE,,rule
m146_11,m146,The wolf in a trap,"Knowing that food is in a trap or is poisoned, one animal tricks another to take it",23,False,,False,False,False,NONE,,rule
