motif_id,class,confidence,substrate,reason
m154b,PURE_NARRATIVE,high,none,"The story focuses on social roles and consequences of failing to fulfill them, lacking any element of perceived figures in nature or personification."
m155,PURE_NARRATIVE,high,none,"This describes a social test or a story about kinship and moral character, lacking any element of perceived figures in nature or personification of natural phenomena."
m156,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story involves animals acting with human-like intent and engaging in social interactions (saving, betrayal, trickery), establishing them as personified beings."
m157,METAMORPHOSIS,high,multiple,"The core of the motif involves a violation of natural birth order, effectively a transformation of expected biological roles or species boundaries into an impossible outcome, which aligns with the def"
m157a1,PURE_NARRATIVE,high,none,"The story focuses on a logical absurdity and a challenge to a claim, lacking any element of perceived figures in nature or personification."
m157a2,METAMORPHOSIS,high,animal,"The claim centers on an impossible birth attributed to an inanimate object or another animal, implying a transformation or origin story explaining the calf's existence."
m157a3,PURE_NARRATIVE,high,animal,"The request is an impossible task, focusing on a social demand and plot point rather than any perceived figure or personality within nature."
m157a4,PURE_NARRATIVE,high,none,"The story focuses on a demonstration of absurdity and irrationality, lacking any element of perceived figures in nature or personification of natural elements."
m157a5,PURE_NARRATIVE,high,none,"The story focuses on social interaction and expectation, lacking any perception of figures in nature or personification of natural elements."
m157b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The husband is treated *as if* he is an object to be carried, exhibiting a lack of agency and essentially being treated like an animal, thus projecting personhood onto a passive figure."
m157c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the interaction relies on projecting human social roles (cock/hen, dominance/subordination) onto animal behavior, establishing a playful anthropomorphism."
m158,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on an animal acting with intent and engaging in a deceptive agreement with a person, demonstrating personified behavior."
m159,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on animals acting with human-like intent and social dynamics (sharing, betrayal, learning), projecting personhood onto them."
m16,PURE_NARRATIVE,high,none,This describes a social dynamic and plot of abandonment/revenge with no inherent figure-in-nature element or pareidolic trigger.
m160,ANTHROPOMORPHIC_ANIMAL,high,animal,"The animal clearly exhibits human-like emotional responses and engages in complex communication with the man, acting as a personified being rather than simply a creature within the narrative."
m161,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story involves a dog being substituted for a person and actively participating in a human-like act of aggression, demonstrating projected personhood onto the animal."
m162,PURE_NARRATIVE,high,none,"This is a story of deception and suicide, lacking any element of perceived figures in nature or personification of natural phenomena."
m162a,PURE_NARRATIVE,high,none,This is a story of social influence and imitation with no element of perceived figures in nature or personification.
m162b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The bear acts with intent and is tricked, demonstrating personified behavior beyond simply being an animal in the environment."
m163,ANTHROPOMORPHIC_ANIMAL,high,animal,"The cat is presented as a solution to a problem, implying agency and value beyond a typical animal, effectively acting as a cultural hero figure."
m164,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on an animal exhibiting reasoning and fear based on observation, effectively acting as a person would."
m164a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The lion speaks and acts as a person, engaging in social interaction and exhibiting complex behavior beyond typical animal instincts."
m165,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on an animal acting with human intent (deception) and engaging in a human-like transaction, making it a clear case of anthropomorphism."
m166,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on animals behaving with human-like deceit and communication, establishing them as personified actors."
m167,ANTHROPOMORPHIC_ANIMAL,high,animal,"The tiger is mistaken for a bull and interacted with as if it possesses human-like qualities of docility, making it a case of projecting personhood onto an animal."
m167a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The tiger speaks, understands human speech, and exhibits human-like fear and reasoning, functioning essentially as a person in animal form."
m168,ANTHROPOMORPHIC_ANIMAL,high,animal,"The hare exhibits human emotions (despair, delight) and interacts with other animals in a way that implies personhood and social dynamics."
m168a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on an animal behaving with intent and understanding of a human's actions, essentially acting as a person would to protect its young."
m168b,TERRESTRIAL_PAREIDOLIA,medium,plant,"The quest for a specifically shaped stick (not straight, not curved) implies a perceived significance in its form, suggesting pareidolia of a desired shape within natural objects."
m169,PURE_NARRATIVE,high,animal,"The story focuses on political intrigue and violence between individuals, lacking any element of perceived figures in nature or personification of natural phenomena."
m16a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The loon acts as a helper with agency, effectively granting a human ability through a shared action, indicating personification of the animal."
m17,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story revolves around the actions of an animal (being hunted) and the deception surrounding its fate, effectively projecting agency and importance onto the animal as a 'victim' of the "
m170,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story involves an animal acting with human-like intent and deception, essentially functioning as a person with a malicious plan."
m170a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story features animals acting with intent and moral judgment, essentially as people, making it a clear case of anthropomorphic animals."
m171,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story involves a trickster figure repeatedly exchanging worthless items for increasingly valuable animals, demonstrating personified agency and intent in the animal acquisitions."
m171a,PURE_NARRATIVE,high,none,"The description focuses on a transactional plot involving exchange and acquisition, lacking any element of perceived figures in nature or personification of natural phenomena."
m171b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The trickster is projecting personhood and intent onto an inanimate body part, essentially treating it *as if* it were a living creature with meat on it, and then enacting a social deception based on "
m171c,PURE_NARRATIVE,high,none,"The story describes a transaction and resulting compensation, lacking any element of perceived figures in nature or personification."
m171d,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on an animal acting with intent and engaging in exchange, demonstrating personified behavior."
m172,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story involves an animal (hare) acting with human-like cunning and dominating another (lion), establishing a power dynamic of personhood projected onto the animals."
m173,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story involves an animal acting with human-like intent and deception, essentially *being* a person in animal form to achieve a goal."
